tuId	tuName	operonName	tuGenes	pmName	tuEvidence	addEvidence	confidenceLevel	pmids
RDBECOLITUC03358	rfbBDACX	rfbBDACX	rfbX;rfbC;rfbA;rfbD;rfbB;					
RDBECOLITUC03359	rnc-era	rnc-era-recO-pdxJ-acpS	era;rnc;	rncp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	CONFIRMED	
RDBECOLITUC03360	rnt-lhr	rnt-lhr	rnt;lhr;	rntp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03361	rph-pyrE	rph-pyrE	pyrE;rph;	rphp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		STRONG	
RDBECOLITUC03362	rplJL-rpoBC	rplKAJL-rpoBC	rplJ;rplL;rpoB;rpoC;	rplJp	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03363	rplM-rpsI	rplM-rpsI	rpsI;rplM;	rplMp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03364	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpmJ;secY;rplO;rpmD;rpsE;rplR;rplF;rpsH;rpsN;rplE;rplX;rplN;	rplNp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC03365	rplU-rpmA	rplU-rpmA-yhbE-obgE	rpmA;rplU;	rplUp				
RDBECOLITUC03366	rpmBG	yicR-rpmBG-mutM	rpmG;rpmB;	rpmBp				
RDBECOLITUC03367	rpmH-rnpA	rpmH-rnpA	rpmH;rnpA;	rpmHp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03368	rpoE-rseABC	rseD-rpoE-rseABC	rseC;rseB;rseA;rpoE;	rpoEp2a	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC03369	rpoZ-spoT-trmH-recG	rpoZ-spoT-trmH-recG	rpoZ;spoT;trmH;recG;	rpoZp				
RDBECOLITUC03370	rpsB-tsf	rpsB-tsf	tff;rpsB;tsf;	rpsBp				
RDBECOLITUC03371	rpsF-priB-rpsR-rplI	rpsF-priB-rpsR-rplI	rpsF;priB;rpsR;rplI;	rpsFp				
RDBECOLITUC03372	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsQ;rpmC;rplP;rpsC;rplV;rpsS;rplB;rplW;rplD;rplC;rpsJ;	rpsJp	[AS-TAS:W]		WEAK	
RDBECOLITUC03373	rpsLG-fusA-tufA	rpsLG-fusA-tufA	tufA;fusA;rpsG;rpsL;	rpsLp				
RDBECOLITUC03374	rpsMKD-rpoA-rplQ	rpsMKD-rpoA-rplQ	rplQ;rpoA;rpsD;rpsK;rpsM;	rpsMp2	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03375	rpsP-rimM-trmD-rplS	rpsP-rimM-trmD-rplS	rplS;trmD;rimM;rpsP;	rpsPp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03376	rpsU-dnaG-rpoD	rpsU-dnaG-rpoD	rpsU;dnaG;rpoD;	rpsUp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03377	ruvAB	ruvAB	ruvB;ruvA;	ruvAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03378	secE-nusG	secE-nusG	secE;nusG;	secEp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03379	selAB	selAB	selB;selA;	selAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		STRONG	
RDBECOLITUC03380	ydjA-selD-topB	ydjA-selD-topB	topB;ydjA;selD;	ydjAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03381	serC-aroA	serC-aroA	serC;aroA;	serCp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	CONFIRMED	
RDBECOLITUC03382	sfsA-dksA	sfsA-dksA	dksA;sfsA;	sfsAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03383	yacC-speED	yacC-speED	yacC;speD;speE;	yacCp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03384	speF-potE	speF-potE	speFL;potE;speF;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03385	sspAB	sspAB	sspB;sspA;	sspAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03386	surA-pdxA-rsmA-apaGH	surA-pdxA-rsmA-apaGH	apaH;apaG;rsmA;pdxA;surA;	surAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03387	umpG-pcm	umpG-pcm	pcm;umpG;	surEp2	[EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		STRONG	
RDBECOLITUC03388	tehAB	tehAB	tehA;tehB;	tehAp	[EXP-TAS:W]		WEAK	
RDBECOLITUC03389	thiCEFSGH	thiCEFSGH	thiS;thiH;thiG;thiF;thiE;thiC;	thiCp				
RDBECOLITUC03390	thrS-infC	thrS-infC-rpmI-rplT-pheMST-ihfA	infC;thrS;	thrSp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03391	ybgC-tolQRA	ybgC-tolQRA	ybgC;tolQ;tolR;tolA;		[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03392	ttdABT	ttdABT	ttdT;ttdA;ttdB;	ttdAp	[EXP-IEP-COREGULATION:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		STRONG	
RDBECOLITUC03393	ubiCA	ubiCA	ubiC;ubiA;	ubiCp				
RDBECOLITUC03394	udk-dcd	udk-dcd	dcd;udk;					
RDBECOLITUC03395	uhpABC	ivbL-ilvBN-uhpABC	uhpC;uhpB;uhpA;					
RDBECOLITUC03396	uxaB	uxaB	uxaB;		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP:W]		WEAK	
RDBECOLITUC03397	xseB-ispA-dxs-yajO	xseB-ispA-dxs-yajO	yajO;dxs;ispA;xseB;	xseBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03398	xylFGHR	xylFGHR	xylF;xylG;xylH;xylR;	xylFp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC03399	dsdA	dsdXA	dsdA;	dsdAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03400	focA-pflB	focA-pflB	pflB;focA;	focAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03401	focA-pflB	focA-pflB	pflB;focA;	focAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03402	focA-pflB	focA-pflB	pflB;focA;	focAp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03403	pflB	focA-pflB	pflB;	pflBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03404	pflB	focA-pflB	pflB;	pflBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03405	pflB	focA-pflB	pflB;	pflBp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03406	pflB	focA-pflB	pflB;	pflBp4	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03407	pflB	focA-pflB	pflB;	pflBp5	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03408	ackA	ackA-pta	ackA;	ackAp				
RDBECOLITUC03409	bolA	bolA	bolA;	bolAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03410	cbpAM	cbpA-cbpM	cbpM;cbpA;	cbpAp1	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC03411	osmB	osmB	osmB;	osmBp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03412	osmB	osmB	osmB;	osmBp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03413	csgBAC	csgBAC	csgC;csgB;csgA;	csgBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03414	otsA	otsBA	otsA;	otsAp	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03415	csgDEFG	csgDEFG	csgG;csgF;csgE;csgD;	csgDp1	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC03416	stpA	stpA	stpA;	stpAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03417	stpA	stpA	stpA;	stpAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03418	stpA	stpA	stpA;	stpAp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03419	treA	treA	treA;	treAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03420	treR	treR	treR;	treRp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03421	osmE	osmE	osmE;	osmEp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03422	yjaZ	yjaZ	yjaZ;	yjaZp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03423	htpX	htpX	htpX;	htpXp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03424	htpG	htpG	htpG;	htpGp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03425	htpG	htpG	htpG;	htpGp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03426	yadV-htrE	yadV-htrE	htrE;yadV;	yadVp2	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03427	yadV-htrE	yadV-htrE	htrE;yadV;	yadVp3	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03428	htgA	htgA	mbiA;	htgAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03429	htgA	htgA	mbiA;	htgAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03430	ibpAB	ibpAB	ibpB;ibpA;	ibpAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03431	mngR	mngR	mngR;	mngRp				
RDBECOLITUC03432	fimB	fimB	fimB;	fimBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03433	fimB	fimB	fimB;	fimBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03434	grpE	grpE	grpE;	grpEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03435	fimB	fimB	fimB;	fimBp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03436	rlmE-ftsH	rlmE-ftsH	ftsH;rlmE;	rlmEp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03437	fliAZY	fliAZY	tcyJ;fliZ;fliA;	fliAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03438	gltA	gltA	gltA;	gltAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03439	dnaKJ	tpke11	tpke11;dnaK;dnaJ;	dnaKp2	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03440	dnaKJ	tpke11	tpke11;dnaK;dnaJ;	dnaKp3	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03441	clpPX	clpX-lon	clpP;clpX;	clpPp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03442	glgS	glgS	glgS;	glgSp2	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-BOUNDARIES-DEFINED:W]	[AE(COMP-AINF-SINGLE-DIRECTON/EXP-IDA-BOUNDARIES-DEFINED):S]	STRONG	
RDBECOLITUC03443	clpB	clpB	clpB;	clpBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03444	hscBA-fdx-iscX	hscBA-fdx-iscX	iscX;fdx;hscA;hscB;	hscBp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC03445	hypBCDE	hypABCDE-fhlA	hypB;hypC;hypD;hypE;	hypBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC03446	icd	icd	icd;	icdAp2	[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC03447	rpoH	rpoH	rpoH;	rpoHp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03448	rpoH	rpoH	rpoH;	rpoHp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03449	lrhA	lrhA	lrhA;	lrhAp				
RDBECOLITUC03450	lysU	lysU	lysU;	lysUp2				
RDBECOLITUC03451	trmA	trmA	trmA;	trmAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03452	uspA	uspA	uspA;	uspAp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03453	uspA	uspA	uspA;	uspAp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03454	uspA	uspA	uspA;	uspAp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03455	rpsU-dnaG-rpoD	rpsU-dnaG-rpoD	rpsU;dnaG;rpoD;	rpsUp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03456	rpsU-dnaG-rpoD	rpsU-dnaG-rpoD	rpsU;dnaG;rpoD;	rpsUp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03457	rpoD	rpsU-dnaG-rpoD	rpoD;	rpoDp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03458	rpoD	rpsU-dnaG-rpoD	rpoD;	rpoDp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03459	rpoD	rpsU-dnaG-rpoD	rpoD;	rpoDp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03460	upp-uraA	upp-uraA	uraA;upp;	uppp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03461	nlpD-rpoS	nlpD-rpoS	rpoS;nlpD;	nlpDp2	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03462	rpoS	nlpD-rpoS	rpoS;	rpoSp	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03463	epd-pgk	epd-pgk-fbaA	pgk;epd;	epdp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	CONFIRMED	
RDBECOLITUC03464	cvpA-purF-ubiX	cvpA-purF-ubiX	ubiX;purF;cvpA;	cvpAp2	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03465	clpA	clpA	clpA;	clpAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03466	clpA	clpA	clpA;	clpAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03467	clpA	clpA	clpA;	clpAp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03468	nuoABCEFGHIJKLMN	nuoABCEFGHIJKLMN	nuoN;nuoM;nuoL;nuoK;nuoJ;nuoI;nuoH;nuoG;nuoF;nuoE;nuoC;nuoB;nuoA;	nuoAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03469	tsx	tsx	tsx;	tsxp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03470	tsx	tsx	tsx;	tsxp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03471	yecM-cutC	yecM-cutC	yecM;cutC;		[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC03472	endA	endA	endA;	endAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03473	endA	endA	endA;	endAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03474	sdaCB	sdaCB	sdaC;sdaB;		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W][EXP-IEP:W]		WEAK	
RDBECOLITUC03475	corA	corA	corA;	corAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03476	soxR	soxR	soxR;	soxRp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03477	livKHMGF	livKHMGF	livF;livG;livM;livH;livK;	livKp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03478	emrRAB	emrRAB	mprA;emrA;emrB;	mprAp	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03479	fecIR	fecIR	fecR;fecI;	fecIp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03480	appA	appCBA-yccB	appA;	appAp				
RDBECOLITUC03481	ppiA	ppiA	ppiA;	ppiAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03482	ppiA	ppiA	ppiA;	ppiAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03483	ppiA	ppiA	ppiA;	ppiAp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03484	ppiA	ppiA	ppiA;	ppiAp4	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03485	cadBA	cadBA	cadA;cadB;	cadBp	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC03486	dcuB-fumB	dcuB-fumB	fumB;dcuB;	dcuBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03487	glgCAP	glgBXCAP	glgP;glgA;glgC;	glgCp2	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC03488	glgCAP	glgBXCAP	glgP;glgA;glgC;	glgCp3	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC03489	fliAZY	fliAZY	tcyJ;fliZ;fliA;	fliAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03490	rpsU	rpsU-dnaG-rpoD	rpsU;	rpsUp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03491	glnB	glrR-glnB	glnB;	glnBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03492	glnB	glrR-glnB	glnB;	glnBp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03493	cvpA-purF-ubiX	cvpA-purF-ubiX	ubiX;purF;cvpA;	cvpAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03494	ompC	ompC	ompC;	ompCp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03495	ompC	ompC	ompC;	ompCp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03496	yhfA	yhfA	yhfA;	yhfAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03497	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp4	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03498	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp5	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03499	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03500	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03501	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03502	pyrLBI	pyrLBI	pyrL;pyrI;pyrB;	pyrLp2	[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC03503	pyrLBI	pyrLBI	pyrL;pyrI;pyrB;	pyrLp1	[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC03504	rcsA	rcsA	rcsA;	rcsAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03505	rpoN-hpf-ptsN-yhbJ-npr	lptB-rpoN-hpf-ptsN-yhbJ	rpoN;hpf;ptsN;rapZ;npr;	rpoNp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W][EXP-IEP:W]		WEAK	
RDBECOLITUC03506	glmUS	glmUS	glmS;glmU;	glmUp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		STRONG	
RDBECOLITUC03507	aspV	aspV	aspV;	aspVp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03508	thrW	thrW	thrW;	thrWp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03509	argU	argU	argU;	argUp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03510	lysT-valT-lysW	lysT-valT-lysW	lysT;valT;lysW;	lysTp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03511	valVW	valVW	valV;valW;	valVp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		STRONG	
RDBECOLITUC03512	proL	proL	proL;	proLp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03513	valUXY-lysV	valUXY-lysV	valU;valX;valY;lysV;	valUp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03514	metZWV	metZWV	metZ;metW;metV;	metZp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC03515	asnT	asnT	asnT;	asnTp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		STRONG	
RDBECOLITUC03516	asnU	asnU	asnU;	asnUp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		STRONG	
RDBECOLITUC03517	asnV	asnV	asnV;	asnVp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		STRONG	
RDBECOLITUC03518	argW	argW	argW;	argWp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03519	pheV	pheV	pheV;	pheVp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		STRONG	
RDBECOLITUC03520	ileX	ileX	ileX;	ileXp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC03521	argX-hisR-leuT-proM	argX-hisR-leuT-proM	argX;hisR;leuT;proM;	argXp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		STRONG	
RDBECOLITUC03522	thrU-tyrU-glyT-thrT-tufB	thrU-tyrU-glyT-thrT-tufB	tufB;thrU;tyrU;glyT;thrT;	thrUp	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
